date,country,new_cases,total_cases,new_deaths,total_deaths,weekly_cases,weekly_deaths,weekly_pct_growth_cases,weekly_pct_growth_deaths,biweekly_cases,biweekly_deaths,biweekly_pct_growth_cases,biweekly_pct_growth_deaths,new_cases_per_million,new_deaths_per_million,total_cases_per_million,total_deaths_per_million,weekly_cases_per_million,weekly_deaths_per_million,biweekly_cases_per_million,biweekly_deaths_per_million,total_deaths_per_100k,new_deaths_per_100k,new_cases_7_day_avg_right,new_deaths_7_day_avg_right,new_cases_per_million_7_day_avg_right,new_deaths_per_million_7_day_avg_right,new_deaths_per_100k_7_day_avg_right,cfr,cfr_100_cases,cfr_short_term,days_since_100_total_cases,days_since_5_total_deaths,days_since_1_total_cases_per_million,days_since_0_1_total_deaths_per_million,days_since_100_total_cases_and_5m_pop,GDP,GDP_scaled,country,c1m_school_closing,c2m_workplace_closing,c3m_cancel_public_events,c4m_restrictions_on_gatherings,c5m_close_public_transport,c6m_stay_at_home_requirements,c7m_restrictions_on_internal_movement,c8ev_international_travel_controls,e1_income_support,e2_debt_contract_relief,h1_public_information_campaigns,h2_testing_policy,h3_contact_tracing,h6m_facial_coverings,h7_vaccination_policy,v2a_vaccine_availability__summary,stringency_index,containment_health_index,v2_vaccine_availability__summary,stringency_index_nonvax,stringency_index_vax,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
2021-04-10,United States,75434.0,30761694.0,867.0,560624.0,449981.0,4881.0,-1.0,-12.1,904329.0,10433.0,14.9,-18.6,220.86818,2.5385463,90069.19,1641.4879,1317.5289,14.291401,2647.8445,30.547468,164.14879,0.25385463,64283.0,697.2857,188.21843,2.0416288,0.20416288,1.8224744,1.8224744,1.1083635,403.0,402.0,398.0,394.0,403.0,23583.374970043253,90.47758420672344,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,3,2,54.63,59.94,2,56.02,50.46,381780588,485851890,238083472,1334.82,3399.77,144145651,2121.64,4555.61,9376092,6297636.0,515616,48.319,0,0.0
2021-04-11,United States,76415.0,30838109.0,864.0,561488.0,455950.0,4903.0,1.3,-8.4,905910.0,10255.0,13.6,-17.1,223.74051,2.5297625,90292.93,1644.0177,1335.006,14.355817,2652.4736,30.026289,164.40176,0.25297624,65135.715,700.4286,190.71515,2.0508308,0.20508309,1.8207601,1.8207601,1.1030768,404.0,403.0,399.0,395.0,404.0,23589.63239510439,90.48703931810095,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,3,2,54.61,59.93,2,56.02,50.46,389035360,485860630,242322426,1373.28,3467.03,148071014,2157.66,4573.5,7254772,6357325.0,537021,49.162,0,0.0
2021-04-12,United States,68111.0,30906220.0,740.0,562228.0,460366.0,4935.0,2.2,-5.3,910818.0,10144.0,12.7,-17.3,199.42668,2.1666946,90492.36,1646.1843,1347.9359,14.449512,2666.844,29.701284,164.61844,0.21666947,65766.57,705.0,192.56227,2.064216,0.20642158,1.8191419,1.8191419,1.1064278,405.0,404.0,400.0,396.0,405.0,23595.8877833584,90.49649135181664,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,3,2,54.58,59.91,2,56.02,50.46,393462784,484695235,245004389,1374.57,3458.49,150599471,2153.53,4508.26,5337405,6506493.0,550347,48.963,0,0.0
2021-04-13,United States,53239.0,30959459.0,468.0,562696.0,467883.0,4871.0,5.6,-4.9,910801.0,9994.0,11.8,-18.3,155.88197,1.370288,90648.234,1647.5547,1369.9454,14.262121,2666.7942,29.26209,164.75546,0.1370288,66840.43,695.8571,195.7065,2.037446,0.20374459,1.8175253,1.8175253,1.0720857,406.0,405.0,401.0,397.0,406.0,23602.141134805337,90.50594030787062,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,3,2,54.56,59.89,2,56.02,50.46,384523154,481391875,238823456,1306.68,3262.26,147950675,2022.88,4315.44,4538889,6787975.0,585109,45.048,0,0.0
2021-04-14,United States,60435.0,31019894.0,533.0,563229.0,471918.0,5042.0,6.9,2.1,913222.0,9979.0,10.2,-17.5,176.95161,1.5606058,90825.19,1649.1152,1381.7598,14.762804,2673.8828,29.21817,164.91153,0.15606058,67416.86,720.2857,197.39426,2.108972,0.21089719,1.8157026,1.8157026,1.1205441,407.0,406.0,402.0,398.0,407.0,23608.39244944497,90.51538618626248,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,3,2,54.52,59.87,2,56.02,50.46,404680983,512654190,251729274,1451.64,3607.0,156266663,2236.78,4774.9,5208656,6736869.0,585469,48.742,0,0.0
2021-04-15,United States,72206.0,31092100.0,751.0,563980.0,480467.0,5044.0,8.4,1.8,923639.0,10001.0,10.1,-16.4,211.4167,2.1989024,91036.61,1651.3142,1406.791,14.76866,2704.3835,29.282587,165.13142,0.21989024,68638.14,720.5714,200.97014,2.1098084,0.21098085,1.8139013,1.8139013,1.1197641,408.0,407.0,403.0,399.0,408.0,23614.641727277485,90.52482898699252,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,3,2,54.49,59.85,2,56.02,50.46,411808985,521734910,255566447,1482.03,3665.36,159943303,2267.85,4850.61,7128002,6772031.0,580373,48.705,0,0.0
2021-04-16,United States,70654.0,31162754.0,782.0,564762.0,476494.0,5005.0,6.3,3.6,924726.0,9835.0,8.9,-16.9,206.8725,2.2896693,91243.48,1653.6039,1395.1582,14.654469,2707.5662,28.796543,165.36038,0.22896692,68070.57,715.0,199.3083,2.0934956,0.20934956,1.812298,1.812298,1.130006,409.0,408.0,404.0,400.0,409.0,23620.88896830287,90.53426871006072,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,3,2,54.46,59.83,2,56.02,50.46,418743896,526922485,258650605,1491.84,3655.01,163835526,2242.71,4819.28,7985055,6770531.0,577841,48.125,0,0.0
2021-04-17,United States,71498.0,31234252.0,794.0,565556.0,472558.0,4932.0,5.0,1.0,922539.0,9813.0,7.4,-16.1,209.3437,2.3248048,91452.82,1655.9286,1383.6337,14.440727,2701.1626,28.732128,165.59286,0.23248048,67508.29,704.5714,197.66196,2.062961,0.2062961,1.8106917,1.8106917,1.117597,410.0,409.0,405.0,401.0,410.0,23627.134172521182,90.5437053554672,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,3,2,54.44,59.81,2,56.02,50.46,425993629,538914015,262177238,1522.0,3711.0,167594819,2268.82,4910.57,7249733,6467360.0,555819,47.975,0,0.0
2021-04-18,United States,71074.0,31305326.0,807.0,566363.0,467217.0,4875.0,2.5,-0.6,923167.0,9778.0,6.4,-14.7,208.10225,2.3628683,91660.92,1658.2915,1367.9954,14.273833,2703.0015,28.62965,165.82915,0.23628685,66745.29,696.4286,195.42792,2.039119,0.2039119,1.8091586,1.8091586,1.1000243,411.0,410.0,406.0,402.0,411.0,23633.377339932194,90.5531389232116,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,3,2,54.43,59.81,2,56.02,50.46,433139047,538926035,265711995,1550.44,3764.28,171216187,2293.91,4910.66,7145418,6452332.0,536184,48.648,0,0.0
2021-04-19,United States,77212.0,31382538.0,627.0,566990.0,476318.0,4762.0,3.5,-3.5,936684.0,9697.0,7.3,-15.3,226.0741,1.8358346,91887.0,1660.1273,1394.6428,13.942973,2742.5789,28.392485,166.01274,0.18358345,68045.43,680.2857,199.2347,1.9918534,0.19918533,1.8067054,1.8067054,1.0623963,412.0,411.0,407.0,403.0,412.0,23639.61847053608,90.56256941329416,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,54.4,62.65,2,56.02,50.46,437531805,538926035,267873526,1569.4299,3801.07,173441561,2311.67,4910.66,4392758,6317630.0,528586,49.118,0,0.0
2021-04-20,United States,49337.0,31431875.0,499.0,567489.0,472416.0,4793.0,1.0,-1.6,940299.0,9664.0,7.6,-15.5,144.45705,1.4610549,92031.45,1661.5884,1383.2179,14.03374,2753.1633,28.295862,166.15884,0.1461055,67488.0,684.7143,197.60255,2.00482,0.200482,1.805457,1.805457,1.0651561,413.0,412.0,408.0,404.0,413.0,23645.85756433289,90.57199682571498,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,54.37,62.63,2,56.02,50.46,441147346,554074935,269763583,1586.09,3837.9,175160764,2331.71,5026.4,3615541,6146443.0,514339,48.352,0,0.0
2021-04-21,United States,35281.0,31467156.0,463.0,567952.0,447262.0,4723.0,-5.2,-6.3,919180.0,9765.0,4.3,-10.0,103.30156,1.3556482,92134.76,1662.9441,1309.5679,13.828783,2691.3276,28.591587,166.2944,0.13556482,63894.57,674.7143,187.08112,1.9755404,0.19755404,1.8049041,1.8049041,1.0358592,414.0,413.0,409.0,405.0,414.0,23652.094621322525,90.58142116047388,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,54.34,62.61,2,56.02,50.46,446329812,566102815,272137660,1608.22,3880.55,177928510,2352.38,5105.57,5182466,6103425.0,503790,48.074,0,0.0
2021-04-22,United States,57318.0,31524474.0,746.0,568698.0,432374.0,4718.0,-10.0,-6.5,912841.0,9762.0,2.8,-10.0,167.82515,2.1842625,92302.586,1665.1283,1265.9763,13.814143,2672.7673,28.582802,166.51283,0.21842626,61767.715,674.0,180.85376,1.973449,0.1973449,1.8039888,1.8039888,1.0248368,415.0,414.0,410.0,406.0,415.0,23658.32964150497,90.59084241757088,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,54.3,62.59,2,56.02,50.46,452385670,574688085,274847593,1636.09,3931.88,181269395,2376.03,5174.94,6055858,5950851.0,494084,48.052,0,0.0
2021-04-23,United States,63049.0,31587523.0,767.0,569465.0,424769.0,4703.0,-10.9,-6.0,901263.0,9708.0,0.8,-8.0,184.60532,2.2457497,92487.19,1667.374,1243.7091,13.770224,2638.8672,28.424692,166.73741,0.22457498,60681.285,671.8571,177.67273,1.9671748,0.19671747,1.8028163,1.8028163,1.0051658,416.0,415.0,411.0,407.0,416.0,23664.56262488023,90.60026059700596,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,54.27,62.57,2,56.02,50.46,459197867,582567395,277753638,1669.35,3991.92,185165634,2402.93,5241.79,6812197,5783306.0,484394,48.168,0,0.0
2021-04-24,United States,61479.0,31649002.0,784.0,570249.0,414750.0,4693.0,-12.2,-4.8,887308.0,9625.0,-1.9,-7.7,180.0084,2.2955253,92667.195,1669.6696,1214.3738,13.740944,2598.0076,28.181671,166.96696,0.22955252,59250.0,670.4286,173.48198,1.962992,0.1962992,1.8017914,1.8017914,0.9944524,417.0,416.0,412.0,408.0,417.0,23670.79357144842,90.60967569877928,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,54.25,62.56,2,56.02,50.46,465904692,591718695,280591334,1698.63,4045.15,189010420,2426.9,5307.92,6706825,5705742.0,480381,48.205,0,0.0
2021-04-25,United States,62419.0,31711421.0,835.0,571084.0,406095.0,4721.0,-13.1,-3.2,873312.0,9596.0,-3.6,-6.4,182.7607,2.4448514,92849.95,1672.1144,1189.0322,13.8229265,2557.0276,28.09676,167.21144,0.24448514,58013.57,674.4286,169.86176,1.9747038,0.19747038,1.8008779,1.8008779,0.98258567,418.0,417.0,413.0,409.0,418.0,23677.022481209424,90.61908772289073,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,54.24,62.55,2,56.02,50.46,472016007,591731395,283277123,1725.08,4096.34,192437648,2451.79,5307.95,6111315,5558011.0,477462,48.78,0,0.0
2021-04-26,United States,51698.0,31763119.0,654.0,571738.0,380581.0,4748.0,-20.1,-0.3,856899.0,9510.0,-5.9,-6.2,151.36998,1.9148897,93001.33,1674.0293,1114.3281,13.901981,2508.971,27.844955,167.40294,0.19148897,54368.715,678.2857,159.18974,1.9859974,0.19859974,1.8000058,1.8000058,0.9964449,419.0,418.0,414.0,410.0,419.0,23683.249354163243,90.62849666934022,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,54.22,62.53,2,56.02,50.46,476247975,591731395,285262547,1743.8,4130.72,194680242,2467.34,5307.95,4231968,5535039.0,473929,49.174,0,0.0
2021-04-27,United States,40847.0,31803966.0,435.0,572173.0,372091.0,4684.0,-21.2,-2.3,844507.0,9477.0,-7.3,-5.2,119.59862,1.2736652,93120.92,1675.303,1089.4697,13.714592,2472.6877,27.748333,167.5303,0.12736651,53155.855,669.1429,155.63853,1.9592274,0.19592275,1.7990618,1.7990618,0.9912011,420.0,419.0,415.0,411.0,420.0,23689.47419030988,90.63790253812782,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,54.19,62.52,2,56.02,50.46,479529137,605453655,286825958,1759.15,4159.61,196400934,2480.85,5401.39,3281162,5487271.0,462675,48.596,0,0.0
2021-04-28,United States,30199.0,31834165.0,467.0,572640.0,367009.0,4688.0,-17.9,-0.7,814271.0,9411.0,-10.8,-5.7,88.42164,1.36736,93209.34,1676.6704,1074.5898,13.726304,2384.1577,27.555086,167.66704,0.136736,52429.855,669.7143,153.51283,1.9609005,0.19609006,1.7988222,1.7988222,1.0033882,421.0,420.0,416.0,412.0,421.0,23695.69698964944,90.64730532925368,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,54.16,62.49,2,56.02,50.46,484040883,614208225,288719673,1782.63,4198.21,199024087,2498.0,5460.74,4511746,5391456.0,456882,48.502,0,0.0
2021-04-29,United States,50313.0,31884478.0,546.0,573186.0,360004.0,4488.0,-16.7,-4.9,792378.0,9206.0,-14.2,-7.9,147.31474,1.5986693,93356.664,1678.269,1054.0795,13.140711,2320.0557,26.954853,167.8269,0.15986693,51429.145,641.1429,150.58278,1.8772444,0.18772444,1.797696,1.797696,0.94222766,422.0,421.0,417.0,413.0,422.0,23701.91775218188,90.6567050427177,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,54.12,62.47,2,56.02,50.46,489537756,621443125,290933446,1812.65,4247.05,202309919,2518.29,5528.2197,5496873,5311601.0,453389,48.507,0,0.0
2021-04-30,United States,54396.0,31938874.0,832.0,574018.0,351351.0,4553.0,-17.3,-3.2,776120.0,9256.0,-16.1,-5.9,159.26962,2.4360676,93515.93,1680.7051,1028.7438,13.331028,2272.453,27.101252,168.07051,0.24360676,50193.0,650.4286,146.9634,1.9044327,0.19044326,1.7972393,1.7972393,0.9637692,423.0,422.0,418.0,414.0,423.0,23708.136477907072,90.66610167851974,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,54.09,62.45,2,56.02,50.46,495184849,628105915,293147381,1842.25,4293.91,205815651,2536.97,5575.64,5647093,5145156.0,434391,48.643,0,0.0
2021-05-01,United States,55643.0,31994517.0,753.0,574771.0,345515.0,4522.0,-16.7,-3.6,760265.0,9215.0,-17.6,-6.1,162.9208,2.2047582,93678.85,1682.9098,1011.6561,13.240261,2226.03,26.981205,168.29099,0.22047582,49359.285,646.0,144.52231,1.8914659,0.1891466,1.7964672,1.7964672,1.0110404,424.0,423.0,419.0,415.0,424.0,23714.35316682508,90.67549523665986,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,54.07,62.44,2,56.02,50.46,501832496,635547925,295843884,1872.47,4343.18,209872328,2557.05,5626.13,6647647,5136705.0,428864,48.764,0,0.0
2021-05-02,United States,55311.0,32049828.0,806.0,575577.0,338407.0,4493.0,-16.7,-4.8,744502.0,9214.0,-19.4,-5.8,161.94872,2.3599405,93840.805,1685.2698,990.8441,13.155351,2179.8765,26.978277,168.52698,0.23599404,48343.855,641.8571,141.54916,1.8793358,0.18793358,1.7958817,1.7958817,1.0391467,425.0,424.0,420.0,416.0,425.0,23720.56781893608,90.68488571713831,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,54.06,62.43,2,56.02,50.46,506139818,635550665,297472381,1895.07,4378.89,212608177,2570.53,5626.18,4307322,4878993.0,406742,49.157,0,0.0
2021-05-03,United States,48352.0,32098180.0,616.0,576193.0,335061.0,4455.0,-12.0,-6.2,715642.0,9203.0,-23.6,-5.1,141.573,1.8036269,93982.375,1687.0734,981.0472,13.044087,2095.3752,26.94607,168.70734,0.1803627,47865.855,636.4286,140.1496,1.8634411,0.18634412,1.7950956,1.7950956,1.0488054,426.0,425.0,421.0,417.0,426.0,23726.78043423983,90.69427311995476,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,54.04,62.42,2,56.02,50.46,508546833,635550665,298420240,1906.84,4397.95,214124630,2578.18,5626.18,2407015,4618286.0,384855,49.37,0,0.0
2021-05-04,United States,36593.0,32134773.0,500.0,576693.0,330807.0,4520.0,-11.1,-3.5,702898.0,9204.0,-25.2,-4.8,107.14305,1.4639829,94089.516,1688.5374,968.5916,13.2344055,2058.0613,26.948997,168.85374,0.14639829,47258.145,645.7143,138.37022,1.8906294,0.18906294,1.7946074,1.7946074,1.0898131,427.0,426.0,422.0,418.0,427.0,23732.9910127364,90.70365744510931,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,54.01,62.4,2,56.02,50.46,510500341,647453075,299158773,1899.05,4371.41,215404018,2560.88,5634.63,1980580,4432493.0,371921,48.245,0,0.0
2021-05-05,United States,32953.0,32167726.0,470.0,577163.0,333561.0,4523.0,-9.1,-3.5,700570.0,9211.0,-23.8,-5.7,96.48526,1.3761439,94186.0,1689.9136,976.6552,13.24319,2051.245,26.969494,168.99135,0.1376144,47651.57,646.1429,139.52217,1.8918842,0.18918842,1.79423,1.79423,1.1137788,428.0,427.0,423.0,419.0,428.0,23739.19955442584,90.71303869260204,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,53.98,62.38,2,56.02,50.46,514130745,653634715,300502763,1916.64,4398.55,217781673,2571.67,5693.42,3630404,4306591.0,355567,48.048,0,0.0
2021-05-06,United States,42552.0,32210278.0,674.0,577837.0,325800.0,4651.0,-9.5,3.6,685804.0,9139.0,-24.9,-6.4,124.590805,1.973449,94310.59,1691.887,953.9313,13.6179695,2008.0106,26.75868,169.1887,0.1973449,46542.855,664.4286,136.2759,1.9454242,0.19454241,1.7939522,1.7939522,1.2220789,429.0,428.0,424.0,420.0,429.0,23745.406059308152,90.72241686243292,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,53.95,62.36,2,56.02,50.46,519019031,659885395,302325530,1961.54,4481.15,220992252,2610.29,5834.16,4861132,4215776.0,337457,48.55,0,0.0
2021-05-07,United States,44541.0,32254819.0,714.0,578551.0,315945.0,4533.0,-10.1,-0.4,667296.0,9086.0,-26.0,-6.4,130.41452,2.0905676,94441.01,1693.9775,925.0762,13.2724695,1953.8198,26.603497,169.39775,0.20905676,45135.0,647.5714,132.15373,1.896067,0.1896067,1.7936885,1.7936885,1.2182504,430.0,429.0,425.0,421.0,430.0,23751.61052738334,90.731791954602,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,53.92,62.34,2,56.02,50.46,525833299,666318450,305082351,2028.43,4618.13,225311936,2688.23,5970.7,5672550,4219407.0,346351,49.654,0,0.0
2021-05-08,United States,42692.0,32297511.0,671.0,579222.0,302994.0,4451.0,-12.3,-1.6,648509.0,8973.0,-26.9,-6.8,125.00072,1.964665,94566.01,1695.9423,887.15607,13.032376,1898.8121,26.272636,169.59422,0.1964665,43284.855,635.8571,126.73658,1.861768,0.18617679,1.7933952,1.7933952,1.2127768,431.0,430.0,426.0,422.0,431.0,23757.81295865128,90.74116396910904,United States,2,2,1,4,1,1,1,3,2,1,2,3,1,4,5,2,53.9,62.33,2,56.02,50.46,529097768,669639455,305787019,2015.82,4570.39,227976420,2651.93,5915.76,5159237,4006227.0,336328,48.843,0,0.0
2021-05-09,United States,44641.0,32342152.0,806.0,580028.0,292324.0,4451.0,-13.6,-0.9,630731.0,8944.0,-27.8,-6.8,130.70732,2.3599405,94696.72,1698.3021,855.9147,13.032376,1846.7588,26.187727,169.83022,0.23599404,41760.57,635.8571,122.27353,1.861768,0.18617679,1.7934119,1.7934119,1.2363751,432.0,431.0,427.0,423.0,432.0,23764.013353112096,90.75053290595427,United States,2,2,1,4,1,1,1,3,1,1,2,3,1,4,5,2,55.74,63.51,2,57.87,52.31,533872269,669646995,307398120,2038.8,4605.91,231259644,2665.14,5918.29,4774501,4072417.0,335637,49.189,0,0.0
2021-05-10,United States,37021.0,32379173.0,609.0,580637.0,280993.0,4444.0,-16.1,-0.2,616054.0,8899.0,-28.1,-6.4,108.396225,1.7831312,94805.11,1700.0853,822.7379,13.01188,1803.785,26.055967,170.00853,0.17831312,40141.855,634.8571,117.53399,1.85884,0.185884,1.7932422,1.7932422,1.264832,433.0,432.0,428.0,424.0,433.0,23770.211710765783,90.7598987651377,United States,2,2,1,4,1,1,1,3,1,1,2,3,1,4,5,3,55.72,63.5,3,57.87,52.31,537635295,669646995,308799600,2056.07,4632.07,233804484,2675.47,5918.29,3763026,4265574.0,345430,49.458,0,0.0
2021-05-11,United States,27538.0,32406711.0,408.0,581045.0,271938.0,4352.0,-17.8,-3.7,602745.0,8872.0,-28.6,-6.4,80.630325,1.19461,94885.74,1701.2799,796.22516,12.742507,1764.8168,25.976913,170.12799,0.11946101,38848.285,621.7143,113.74645,1.8203582,0.18203582,1.7929773,1.7929773,1.259569,434.0,433.0,429.0,425.0,434.0,23776.4080316124,90.76926154665938,United States,2,2,1,4,1,1,2,3,1,1,2,3,1,4,5,3,60.65,66.67,3,60.65,60.65,540708143,678158325,310057520,2074.62,4659.45,235897746,2686.36,5979.94,3072848,4421059.0,355745,49.21,0,0.0
2021-05-12,United States,24383.0,32431094.0,395.0,581440.0,263368.0,4277.0,-21.0,-5.4,596929.0,8800.0,-26.7,-6.5,71.39259,1.1565465,94957.13,1702.4364,771.1325,12.52291,1747.7877,25.7661,170.24365,0.11565465,37624.0,611.0,110.16179,1.7889872,0.1788987,1.7928473,1.7928473,1.2638627,435.0,434.0,430.0,426.0,435.0,23782.60231565172,90.77862125051897,United States,2,2,1,4,1,1,2,3,1,1,2,3,1,4,5,3,60.65,66.67,3,60.65,60.65,543828379,684202995,311138055,2090.79,4683.35,238053909,2695.01,6038.96,3120236,4347619.0,350635,48.981,0,0.0
2021-05-13,United States,33073.0,32464167.0,598.0,582038.0,253889.0,4201.0,-22.1,-9.7,579689.0,8852.0,-26.8,-3.8,96.83662,1.7509235,95053.97,1704.1874,743.3783,12.3003845,1697.3096,25.918354,170.41873,0.17509235,36269.855,600.1429,106.1969,1.7571977,0.17571978,1.7928629,1.7928629,1.2538016,436.0,435.0,431.0,427.0,436.0,23788.794562883908,90.78797787671672,United States,2,2,1,4,1,1,2,3,1,1,2,3,1,4,5,3,60.65,66.67,3,60.65,60.65,547703420,688356655,312434172,2114.76,4718.77,240751518,2707.45,6075.94,3875041,4206190.0,349150,49.067,0,0.0
2021-05-14,United States,35784.0,32499951.0,679.0,582717.0,245132.0,4166.0,-22.4,-8.1,561077.0,8699.0,-27.7,-6.0,104.77433,1.9880888,95158.74,1706.1754,717.7381,12.197906,1642.8143,25.470375,170.61755,0.19880888,35018.855,595.1429,102.53402,1.742558,0.17425579,1.792978,1.792978,1.2593446,437.0,436.0,432.0,428.0,437.0,23794.98477330897,90.79733142525264,United States,2,2,1,4,1,1,2,3,1,1,2,3,1,4,5,3,60.65,66.67,3,60.65,60.65,550206409,692311190,312887021,2099.37,4659.44,242824570,2658.24,6001.67,3704556,3926276.0,315781,48.267,0,0.0
2021-05-15,United States,40435.0,32540386.0,583.0,583300.0,242875.0,4078.0,-19.8,-8.4,545869.0,8529.0,-28.2,-7.4,118.392296,1.7070041,95277.14,1707.8824,711.1297,11.940245,1598.2858,24.97262,170.78825,0.1707004,34696.43,582.5714,101.58996,1.7057493,0.17057492,1.7925417,1.7925417,1.2225649,438.0,437.0,433.0,429.0,438.0,23801.172946926963,90.80668189612685,United States,2,2,1,4,1,1,2,3,1,1,2,3,1,4,5,3,60.65,66.67,3,60.65,60.65,555016821,697623300,314824761,2121.21,4694.88,245855721,2672.45,6039.86,4810412,3878226.0,306809,48.345,0,0.0
2021-05-16,United States,35116.0,32575502.0,701.0,584001.0,233350.0,3973.0,-20.2,-10.7,525674.0,8424.0,-29.4,-8.6,102.81845,2.052504,95379.95,1709.9349,683.24084,11.632809,1539.1555,24.665184,170.9935,0.2052504,33335.715,567.5714,97.605835,1.6618297,0.16618298,1.7927613,1.7927613,1.2194598,439.0,438.0,434.0,430.0,439.0,23807.35908373765,90.81602928933891,United States,2,2,1,4,1,1,2,3,1,1,2,3,1,3,5,3,60.65,64.88,3,60.65,60.65,559230313,697623500,316659108,2139.74,4726.06,248334308,2685.59,6039.86,4213492,3799861.0,302026,48.65,0,0.0
2021-05-17,United States,29837.0,32605339.0,442.0,584443.0,226166.0,3806.0,-19.5,-14.4,507159.0,8250.0,-29.1,-10.4,87.36172,1.2941608,95467.32,1711.2291,662.2063,11.143838,1484.9442,24.155718,171.12291,0.1294161,32309.428,543.7143,94.60091,1.5919769,0.15919769,1.7924764,1.7924764,1.20464,440.0,439.0,435.0,431.0,440.0,23813.543183741214,90.8253736048892,United States,2,2,1,4,1,1,2,3,1,1,2,3,1,3,5,3,60.65,64.88,3,60.65,60.65,562202253,697623700,318046361,2152.3801,4748.71,249990419,2695.88,6039.96,2971940,3688630.0,298185,48.863,0,0.0
2021-05-18,United States,21375.0,32626714.0,437.0,584880.0,220003.0,3835.0,-19.1,-11.9,491941.0,8187.0,-30.0,-11.0,62.58527,1.2795211,95529.91,1712.5087,644.16125,11.228749,1440.3865,23.971256,171.25087,0.12795211,31429.0,547.8571,92.02304,1.604107,0.1604107,1.7926414,1.7926414,1.2657017,441.0,440.0,436.0,432.0,441.0,23819.725246937716,90.83471484277774,United States,2,2,1,4,1,1,2,3,1,1,2,3,1,3,5,3,60.65,64.88,3,60.65,60.65,564445539,701975220,319119067,2165.6,4770.74,251243177,2705.31,6075.22,2243286,3571898.0,291866,48.804,0,0.0
2021-05-19,United States,19453.0,32646167.0,362.0,585242.0,215073.0,3802.0,-18.3,-11.1,478441.0,8079.0,-31.7,-12.3,56.957718,1.0599236,95586.86,1713.5686,629.7264,11.132126,1400.8589,23.655035,171.35686,0.10599236,30724.715,543.1429,89.960915,1.5903038,0.15903038,1.7926822,1.7926822,1.3006116,442.0,441.0,437.0,433.0,442.0,23825.905273327025,90.84405300300436,United States,2,2,1,4,1,1,2,3,1,1,2,3,1,3,5,3,60.65,64.88,3,60.65,60.65,567880333,706924040,320697075,2167.67,4763.96,253198490,2697.0,6049.19,3473255,3624249.0,303751,48.207,0,0.0
2021-05-20,United States,27639.0,32673806.0,610.0,585852.0,209639.0,3814.0,-17.4,-9.2,463528.0,8015.0,-32.4,-12.3,80.92605,1.7860591,95667.79,1715.3546,613.81586,11.167262,1357.1941,23.467646,171.53546,0.17860591,29948.428,544.8571,87.68797,1.5953231,0.15953231,1.7930326,1.7930326,1.3573291,443.0,442.0,438.0,434.0,443.0,23832.083262909087,90.85338808556898,United States,2,2,1,4,1,1,2,3,1,1,2,3,1,3,5,3,60.65,64.88,3,60.65,60.65,572158407,712460800,322730888,2204.95,4837.64,255531386,2735.56,6183.2,4237619,3677972.0,305390,48.656,0,0.0
