,GDP,GDP_scaled
2023-02-26,27402.270712389785,96.24802240298709
2023-02-27,27407.12885093596,96.25536316066182
2023-02-28,27411.984952674946,96.26270084067463
2023-03-01,27416.83901760663,96.27003544302534
2023-03-02,27421.691045731248,96.2773669677143
2023-03-03,27426.541037048737,96.28469541474145
2023-03-04,27431.3889915591,96.29202078410677
2023-03-05,27436.234909262217,96.2993430758101
2023-03-06,27441.078790158208,96.30666228985159
2023-03-07,27445.92063424707,96.31397842623124
2023-03-08,27450.760441528808,96.32129148494909
2023-03-09,27455.5982120033,96.32860146600493
2023-03-10,27460.433945670666,96.33590836939894
2023-03-11,27465.267642530962,96.3432121951312
2023-03-12,27470.099302584073,96.35051294320157
2023-03-13,27474.92892582994,96.35781061360993
2023-03-14,27479.75651226868,96.36510520635645
2023-03-15,27484.58206190035,96.37239672144123
2023-03-16,27489.405574724835,96.3796851588641
2023-03-17,27494.227050742134,96.38697051862508
2023-03-18,27499.04648995225,96.39425280072412
2023-03-19,27503.863892355294,96.40153200516143
2023-03-20,27508.679257951153,96.40880813193681
2023-03-21,27513.492586739827,96.41608118105029
2023-03-22,27518.303878721315,96.42335115250185
2023-03-23,27523.113133895735,96.43061804629168
2023-03-24,27527.92035226297,96.4378818624196
2023-03-25,27532.725533823017,96.44514260088559
2023-03-26,27537.528678575996,96.45240026168986
2023-03-27,27542.32978652179,96.45965484483219
2023-03-28,27547.12885766034,96.46690635031254
2023-03-29,27551.925891991763,96.47415477813105
2023-03-30,27556.720889516117,96.48140012828782
2023-03-31,27561.513850233285,96.48864240078268
2023-04-01,27530.055,96.44110736362947
2023-04-02,27571.093661246065,96.50311771278666
2023-04-03,27575.880511541793,96.51035075229595
2023-04-04,27580.665325030335,96.51758071414334
2023-04-05,27585.448101711692,96.5248075983288
2023-04-06,27590.228841585864,96.53203140485235
2023-04-07,27595.007544652966,96.53925213371417
2023-04-08,27599.78421091294,96.54646978491415
2023-04-09,27604.558840365615,96.55368435845205
2023-04-10,27609.33143301122,96.56089585432821
2023-04-11,27614.101988849696,96.56810427254253
2023-04-12,27618.870507881045,96.57530961309503
2023-04-13,27623.63699010515,96.58251187598553
2023-04-14,27628.40143552207,96.58971106121412
2023-04-15,27633.163844131923,96.59690716878097
2023-04-16,27637.924215934647,96.60410019868598
2023-04-17,27642.682550930127,96.611290150929
2023-04-18,27647.43884911848,96.6184770255102
2023-04-19,27652.193110499706,96.62566082242955
2023-04-20,27656.945335073804,96.6328415416871
2023-04-21,27661.69552284066,96.64001918328263
2023-04-22,27666.443673800386,96.64719374721633
2023-04-23,27671.189787953044,96.6543652334883
2023-04-24,27675.933865298517,96.66153364209836
2023-04-25,27680.675905836746,96.66869897304642
2023-04-26,27685.415909567848,96.67586122633266
2023-04-27,27690.15387649188,96.68302040195715
2023-04-28,27694.889806608728,96.69017649991972
2023-04-29,27699.62369991839,96.69732952022038
2023-04-30,27704.355556420807,96.70447946285904
2023-05-01,27709.085376116214,96.71162632783604
2023-05-02,27713.813159004494,96.71877011515122
2023-05-03,27718.538905085472,96.72591082480432
2023-05-04,27723.262614359322,96.73304845679557
2023-05-05,27727.984286826162,96.7401830111252
2023-05-06,27732.703922485758,96.7473144877928
