date,state,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
2021-03-21,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,262157192,321046230,165972122,859.26,2384.8,90272606,1530.98,3102.24,6204601,5087045.0,440505,49.955,0,0.0
2021-03-22,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,266288288,321046230,168716307,874.89,2423.88,91843540,1556.01,3102.24,4131096,5079975.0,448330,50.735,0,0.0
2021-03-23,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,259876823,323237995,164571856,876.37,2418.6199,89867449,1550.9401,3175.3,3323000,5083571.0,448920,48.464,0,0.0
2021-03-24,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,274314227,346423970,174156315,904.74,2494.57,94791129,1599.37,3298.51,4595815,5076245.0,452717,48.814,0,0.0
2021-03-25,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,280063437,355258630,177934481,927.74,2548.09,96938836,1631.44,3380.32,5749210,5109447.0,465215,48.64,0,0.0
2021-03-26,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,286961402,363321430,182428246,951.52,2605.8599,99546515,1667.29,3443.44,6897965,5339891.0,469837,48.891,0,0.0
2021-03-27,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,294070895,369610500,186775465,976.9,2664.42,102491174,1701.94,3497.62,7109493,5445477.0,475141,49.239,0,0.0
2021-03-28,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,300762295,369615180,190674844,1002.04,2718.85,105451667,1733.07,3498.76,6691400,5515014.0,477239,50.233,0,0.0
2021-03-29,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,305530367,369615380,193471295,1020.85,2760.66,107528783,1756.96,3498.85,4768072,5606012.0,481105,50.986,0,0.0
2021-03-30,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,309121935,387488770,195531342,1034.19,2790.79,109153459,1774.59,3674.6,3591568,5636726.0,483440,49.158,0,0.0
2021-03-31,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,314557736,399961570,198664858,1058.16,2840.96,111562791,1801.27,3774.52,5435801,5749074.0,494813,48.726,0,0.0
2021-04-01,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,321381014,410000370,202646126,1083.26,2901.92,114583082,1838.57,3882.09,6823278,5902511.0,505546,48.396,0,0.0
2021-04-02,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,329428906,418570120,207162791,1114.81,2967.13,118422715,1875.37,3953.26,8047892,6066785.0,516186,48.603,0,0.0
2021-04-03,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,337697137,425002040,212025473,1148.22,3038.87,122216549,1917.0,4012.62,8268231,6232323.0,534972,49.034,0,0.0
2021-04-04,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,344534065,425051340,216078088,1174.44,3091.13,125385077,1946.26,4048.91,6836928,6253110.0,531820,49.6,0,0.0
2021-04-05,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,346704040,422148150,217398630,1171.62,3078.57,126500483,1938.36,3986.46,4286960,6185625.0,519511,49.398,0,0.0
2021-04-06,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,351677392,448174170,220254440,1199.98,3147.04,128602626,1977.96,4231.87,2838980,6079351.0,508895,48.072,0,0.0
2021-04-07,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,357522867,460615320,223670921,1224.56,3197.15,131454029,2006.98,4350.27,5845475,6137879.0,508861,47.57,0,0.0
2021-04-08,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,364404792,468956390,227811528,1258.15,3259.13,135064895,2042.24,4422.47,6881925,6146254.0,510178,47.713,0,0.0
2021-04-09,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,372404496,477450930,232622682,1294.71,3328.02,139105415,2081.18,4492.11,7999704,6139368.0,515520,47.958,0,0.0
2021-04-10,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,381780588,485851890,238083472,1334.82,3399.77,144145651,2121.64,4555.61,9376092,6297636.0,515616,48.319,0,0.0
2021-04-11,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,389035360,485860630,242322426,1373.28,3467.03,148071014,2157.66,4573.5,7254772,6357325.0,537021,49.162,0,0.0
2021-04-12,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,393462784,484695235,245004389,1374.57,3458.49,150599471,2153.53,4508.26,5337405,6506493.0,550347,48.963,0,0.0
2021-04-13,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,384523154,481391875,238823456,1306.68,3262.26,147950675,2022.88,4315.44,4538889,6787975.0,585109,45.048,0,0.0
2021-04-14,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,404680983,512654190,251729274,1451.64,3607.0,156266663,2236.78,4774.9,5208656,6736869.0,585469,48.742,0,0.0
2021-04-15,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,411808985,521734910,255566447,1482.03,3665.36,159943303,2267.85,4850.61,7128002,6772031.0,580373,48.705,0,0.0
2021-04-16,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,418743896,526922485,258650605,1491.84,3655.01,163835526,2242.71,4819.28,7985055,6770531.0,577841,48.125,0,0.0
2021-04-17,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,425993629,538914015,262177238,1522.0,3711.0,167594819,2268.82,4910.57,7249733,6467360.0,555819,47.975,0,0.0
2021-04-18,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,433139047,538926035,265711995,1550.44,3764.28,171216187,2293.91,4910.66,7145418,6452332.0,536184,48.648,0,0.0
2021-04-19,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,437531805,538926035,267873526,1569.4299,3801.07,173441561,2311.67,4910.66,4392758,6317630.0,528586,49.118,0,0.0
2021-04-20,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,441147346,554074935,269763583,1586.09,3837.9,175160764,2331.71,5026.4,3615541,6146443.0,514339,48.352,0,0.0
2021-04-21,AlabamaAlaskaAmerican SamoaArizonaArkansasBureau of PrisonsCaliforniaColoradoConnecticutDelawareDept of DefenseDistrict of ColumbiaFederated States of MicronesiaFloridaGeorgiaGuamHawaiiIdahoIllinoisIndian Health SvcIndianaIowaKansasKentuckyLong Term CareLouisianaMaineMarshall IslandsMarylandMassachusettsMichiganMinnesotaMississippiMissouriMontanaNebraskaNevadaNew HampshireNew JerseyNew MexicoNew York StateNorth CarolinaNorth DakotaNorthern Mariana IslandsOhioOklahomaOregonPennsylvaniaPuerto RicoRepublic of PalauRhode IslandSouth CarolinaSouth DakotaTennesseeTexasUnited StatesUtahVermontVeterans HealthVirgin IslandsVirginiaWashingtonWest VirginiaWisconsinWyoming,446329812,566102815,272137660,1608.22,3880.55,177928510,2352.38,5105.57,5182466,6103425.0,503790,48.074,0,0.0
